branch_name,branch_profile_index,case_count,branch_s_fraction,mean_effective_htc_w_m2_k,mean_effective_ua_per_m_w_m_k,mean_bulk_temp_k,mean_wall_temp_k,bulk_minus_wall_delta_k
lower_leg,33,3,0.3626373626373626,263.17810922115103,18.735807141023823,441.3129679485662,460.6822011546048,-19.369233206038626
lower_leg,34,3,0.37362637362637363,265.129184667276,18.87470534663304,441.30332380570576,460.53104430838,-19.227720502674288
lower_leg,35,3,0.38461538461538464,267.0531916333485,19.011676596165568,441.2912252062954,460.381306844559,-19.09008163826356
lower_leg,36,3,0.3956043956043956,268.9801757945311,19.14885970306513,441.27815254766097,460.2326288016322,-18.954476253971205
lower_leg,37,3,0.40659340659340665,270.8073984980439,17.136836281759276,441.2649654063645,460.09271115207076,-18.827745745706295
lower_leg,38,3,0.4175824175824176,272.6627805839839,19.4110265554251,441.25199984259143,459.95287114500076,-18.700871302409343
lower_leg,39,3,0.4285714285714286,274.67609607410657,19.554355716362366,441.23926677654543,459.80447693179286,-18.565210155247428
lower_leg,40,3,0.43956043956043955,276.7341051404016,19.700866577616008,441.2266523683149,459.6553195919011,-18.428667223586235
lower_leg,41,3,0.4505494505494505,278.71007908567566,17.636922115471748,441.21387606899424,459.5134322454596,-18.299556176465426
lower_leg,42,3,0.4615384615384615,280.72197185020696,19.98476521646694,441.20022599266423,459.37027854001946,-18.170052547355283
lower_leg,43,3,0.47252747252747246,282.86251242009996,20.13715159505758,441.1828147837858,459.21721269253794,-18.034397908752226
lower_leg,44,3,0.4835164835164834,284.69797987655664,20.267819603537774,441.1423935900702,459.0625227369476,-17.92012914687736
lower_leg,45,3,0.49450549450549447,287.41618976577433,19.940324519503637,441.1133402530415,458.8664264590389,-17.75308620599742
lower_leg,46,3,0.5054945054945055,288.19093750361833,18.759286355927173,441.0975473879057,458.8039039034902,-17.706356515584485
lower_leg,47,3,0.5164835164835164,291.36006323044205,20.742097316245353,441.09089040685586,458.6072158846398,-17.51632547778392
lower_leg,48,3,0.5274725274725275,294.02604000562604,20.931889780029817,441.08733527995537,458.447312742145,-17.35997746218963
lower_leg,49,3,0.5384615384615384,296.64309408742554,21.118199458951295,441.07739065907805,458.2867237063465,-17.209333047268426
lower_leg,50,3,0.5494505494505494,299.05029174096023,18.924061586399485,441.0615982204931,458.13479204922714,-17.07319382873406
lower_leg,51,3,0.5604395604395604,301.51162172352997,21.46479282868007,441.04671198752277,457.9829646915153,-16.936252703992523
lower_leg,52,3,0.5714285714285714,304.2084714348752,21.656783175224565,441.0338746404459,457.8225980111236,-16.788723370677797
lower_leg,53,3,0.5824175824175825,306.9341850375399,21.850828384475772,441.020143198689,457.6625235376468,-16.642380338957707
lower_leg,54,3,0.5934065934065933,309.606722601837,19.592078147435657,441.0094632600856,457.51090514432843,-16.501441884242677
lower_leg,55,3,0.6043956043956044,418.888024716367,29.820889200654808,445.1641418082577,457.3574667611258,-12.193324952868124
lower_leg,56,3,0.6153846153846153,nan,nan,441.2927895991927,457.1911248534645,-15.898335254271766
lower_leg,57,3,0.6263736263736264,260.13755660467814,18.51934840365776,437.3293414474901,457.0187405124197,-19.689399064929564
lower_leg,58,3,0.6373626373626373,nan,nan,440.33454754176205,456.8376027380112,-16.503055196249097
lower_leg,59,3,0.6483516483516484,nan,nan,440.34105254781997,456.65799656638416,-16.31694401856417
lower_leg,60,3,0.6593406593406593,nan,nan,440.2656797001634,456.46962677522964,-16.203947075066214
lower_leg,61,3,0.6703296703296703,nan,nan,440.1983931694649,456.26095628490566,-16.062563115440735
